Coil Name,Address
DL_1_8_PRONTOWW,100
DL_9_16_PRONTO,101
BT_1_PRONTO,144
BT_2_PRONTO,145
BT_3_PRONTO,146
BT_4_PRONTO,147
BT_5_PRONTO,148
BT_6_PRONTO,149
BT_7_PRONTO,150
BT_8_PRONTO,151
FT_1_PRONTO,152
FT_2_PRONTO,153
FT_3_PRONTO,154
FT_4_PRONTO,155
FT_5_PRONTO,156
FT_6_PRONTO,157
FT_7_PRONTO,158
FT_8_PRONTO,159
